review_text,preprocessed_review_text,review_rating,review_year,branch
"Nice skating rink, going here to practice ice skating 😁 …",nice skate rink go here to practice ice,5 stars,2020,megamall
Fun.,fun,5 stars,2023,megamall
I love it,i love it,5 stars,2023,megamall
Nice place to practice skating,nice place to practice skate,4 stars,2023,megamall
Very long queues.,very long queue,4 stars,2023,megamall
So much fun here,so much fun here,5 stars,2021,megamall
Nice👍☺ …,nice,5 stars,2023,megamall
I like SM skating rink,i like sm skating rink,5 stars,2023,megamall
successful,successful,1 star,2023,megamall
perfect shopping mall,perfect shopping mall,5 stars,2023,megamall
They have unliskate on weekends,they have unliskate on weekend,4 stars,2019,megamall
Beautiful and interesting,beautiful and interesting,4 stars,2023,megamall
Great experience,great experience,5 stars,2023,megamall
Ok,okay,5 stars,2023,megamall
Nice place,nice place,4 stars,2023,megamall
Real Happiness,real happiness,5 stars,2023,megamall
Loved it with the kids.,love it with the kid,5 stars,2023,megamall
Same as how it was when I was a kid,same as how it be when i a kid,4 stars,2023,megamall
Skating area for all ages,skate area for all age,5 stars,2023,megamall
Crowded sometimes,crowd sometimes,2 stars,2023,megamall
Fun times,fun time,4 stars,2020,megamall
Was excellent.,it be excellent,5 stars,2023,megamall
Amazing,amaze,5 stars,2023,megamall
Cool and fun.,cool and fun,4 stars,2023,megamall
Nice,nice,5 stars,2023,megamall
Nice place to skate,nice place to skate,5 stars,2023,megamall
Accessible. Sufficient size.,accessible sufficient size,5 stars,2020,megamall
To many polar bears in the way,to many polar bear in the way,4 stars,2020,megamall
Enjoy doing skates here,enjoy do skate here,5 stars,2019,megamall
Good,good,4 stars,2023,megamall
Superb!!!,superb,5 stars,2023,megamall
Cool,cool,5 stars,2023,megamall
The place is good.,the place be good,5 stars,2020,megamall
Perfect,perfect,5 stars,2023,megamall
❤❤,,5 stars,2023,megamall
☺️😊 …,,4 stars,2020,megamall
👍👍👍 …,,5 stars,2023,megamall
👍👍 …,,5 stars,2023,megamall
Love the place😍 …,love the place,4 stars,2019,megamall
Great place,great place,5 stars,2019,megamall
Love it.,love it,5 stars,2023,megamall
Ok,okay,3 stars,2023,megamall
My homerink...,my homerink,5 stars,2019,megamall
It was fun skating,it be fun skating,5 stars,2020,megamall
Rink for skaters,rink for skater,4 stars,2023,megamall
Nice,nice,5 stars,2023,megamall
Love it.,love it,5 stars,2023,megamall
Nice place,nice place,5 stars,2023,megamall
Good,good,5 stars,2023,megamall
Nice place,nice place,5 stars,2023,megamall
"Best to bring your own skates.
The entrance fee gets you a pair of garbage skates. Their rentals are all cheap, shameful pairs of dung.",best to bring your own skate the entrance fee get you a pair of garbage their rental be all cheap shameful pair dung,2 stars,2024,megamall
"nice,,,",nice,5 stars,2023,megamall
"Finally! 1st time trying ice skating and super FUN! I think you can pay less if you buy online, but we did the research too late. Either way, we had a great time and we were so tired that we didn't finish the 2 hours 🥲 we rented the teddy bear for ₱125/hour, would definitely try again next time 🥰",finally 1st time try ice skating and super fun i think you can pay less if buy online but we do the research too late either way have a great be so tired that n't finish 2 hour rent teddy bear for 125 would definitely try again next,5 stars,2024,megamall
"First time ice skating and I experienced super fun. They have padisco lights and for newbies you can rent a polar bear. The guides are also super helpful because they will teach you how not to fall, but along the way you'll also learn something so for sure the 2nd time I go I'm not stuck on one side anymore.",first time ice skate and i experience super fun they have padisco light for newbie you can rent a polar bear the guide be also helpful because will teach how not to fall but along way 'll learn something so sure 2nd go im stick on one side anymore,5 stars,2023,megamall
"I went at 6 o'clock on a Saturday and couldn't get in because I didn't have enough shoes.
I went at 6pm on Sunday and was told to go in at 7:30.
There is a 2-hour pass and a day pass, and 2 hours is enough to ride.
If you get a 2-hour pass, you'll have to wait if you don't go on time, so it's better to go on time.
Times and fees are attached with photos.

Temperature - It was short-sleeved shorts and it wasn't cold at all. I was almost sweating. There doesn't seem to be a need to bring thick clothes.

Shoes - There were no sizes 10 and 11, so I wore size 12. There is a size measuring machine so you don't have to find out in advance. And if you go at 5 or 7 o'clock, your shoes may be dirty and wet because other people wore them at the previous time.

Lockers - I ordered a 2-hour pass for two people, and lockers were automatically included in the receipt. 50 pesos is automatically added.
First, I had to put my shoes and bag in, but it was full after I put in one backpack. I went into the skating rink with my bag and got kicked out. You cannot carry bags inside. If you have a lot of luggage, buy more lockers.

Polar Bear - Hold and ride is a tool for beginners. It's 100 pesos per hour, but no one cares about the time. And because there are not enough numbers, if you rent it late, you have to wait with a waiting number.
They are also made so that you can sit on Polar Bear's lap, and although they are all different sizes, they are the same price. I rented a small one and couldn't even sit on it, so I ended up replacing it later. They say I can't exchange it with other people, but I still don't understand.

People - Most people are not good at riding. And there are about 10 to 20% of people who are very good at riding, and they seem to be aspiring athletes or practicing professionals. The receptionists were not friendly.",i go at 6 oclock on a saturday and could n't get in because do have enough shoe 6pm sunday be tell to go 730 there be 2hour pas day 2 hour ride if you youll wait dont time so its better time fee be attach with photo temperature it shortsleeved short wasnt cold all almost sweat doesnt seem be need bring thick clothes be no size 10 11 wear size 12 measuring machine find out advance 5 or 7 your may dirty wet other people them the previous locker order hour for two automatically include receipt 50 peso add first have put my bag but full after one backpack into skate rink get kick can not carry bag inside lot of luggage buy more polar bear hold tool beginner 100 per care about number rent late wait number they also make that sit bear lap although different same price rent small couldnt even end up replace later say cant exchange still understand most good rid 20 who very aspire athlete practice professional . receptionist friendly,3 stars,2023,megamall
