review_text,preprocessed_review_text,review_rating,review_year,branch,scores_roberta,neg,neu,pos,sentiment_int
"The staff who's giving stubs are not consistent. Pinapila niya kami near the cashier area, then I am trying to talk to her regarding 2hr pass vs. afternoon pass, so after confirming that the 2hrs pass for 4pm is full, we're trying to get the afternoon pass but she's not paying attention to me and decided to go somewhere else, pero ako, nagstay pdin ako sa pila expecting that the stub she's giving is for 2hrs pass only, then nung ako na ung next, the cashier is asking for a stub, so I said na wala siyang binibigay, so tinawag ni ateng cashier ung nagbibigay ng stub, then that woman denied that I am requesting for a stub for 5pax and want me to go to the end of the line to wait again. Nakakadisappoint. Skating was one of our activities on that day my birthday and that woman blew it off. nakakaloka. di approcheable mga tao, bad customer service!!!!!",the staff who give stub be not consistent she make us line up near cashier area then i be try to talk her regard 2hr pas v afternoon so after confirm that 2hrs for 4pm be full be get but shes pay attention me and decide go somewhere else also stay in queue expect stub only when be next ask a say do n't give anything call neither do woman deny request 5pax want end of wait again disappointing skating one our activity on day my birthday blow it 's off shock unapproachable people bad customer service,1 star,2023,megamall,"{'neg': 0.9181056, 'neu': 0.07656765, 'pos': 0.005326723}",0.9181056,0.07656765,0.005326723,negative
"A very fun experience this photo was taken pre-covid, it is a good way to relieve stress",a very fun experience this photo be take precovid it be good way to relieve stress,5 stars,2022,megamall,"{'neg': 0.002958512, 'neu': 0.021169866, 'pos': 0.9758716}",0.002958512,0.021169866,0.9758716,positive
"Awesome experience, but if you like to try this bring a thick socks and do stretching first coz your feet might get hurt.",awesome experience but if you like to try this bring a thick sock and do stretch first coz your foot might get hurt,4 stars,2023,megamall,"{'neg': 0.16583645, 'neu': 0.4327925, 'pos': 0.401371}",0.16583645,0.4327925,0.401371,neutral
Rentals were bad. Dull blades (couldnt even glide). Basically no maintenance on the equipment.,rental be bad dull blade could n't even glide basically no maintenance on the equipment,2 stars,2023,megamall,"{'neg': 0.9308474, 'neu': 0.06555722, 'pos': 0.0035953496}",0.9308474,0.06555722,0.0035953496,negative
A fun experience indeed. Don't forget to bring a sweater because it's cold!,a fun experience indeed do n't forget to bring sweater because its cold,5 stars,2019,megamall,"{'neg': 0.0062944833, 'neu': 0.059537828, 'pos': 0.9341677}",0.0062944833,0.059537828,0.9341677,positive
Great place to skate.,great place to skate,5 stars,2023,megamall,"{'neg': 0.0020157085, 'neu': 0.04023818, 'pos': 0.9577461}",0.0020157085,0.04023818,0.9577461,positive
"Overall, this ice rink is like an oasis in the desert in Manila. The ice skate shoe rentals are in disrepair which makes it very hard to find your balance on the ice if you are an advanced skater. I think the beginners had a lot of fun pushing the polar bear statues for balance. I need my own skates to enjoy this rink but they do not have a sharpening grinder either. Overall, my friends had a good memory at this skating rink.",overall this ice rink be like an oasis in the desert manila skate shoe rental be disrepair which make it very hard to find your balance on if you advanced skater i think beginner have a lot of fun push polar bear statue for need my own skate enjoy but they do not have sharpening grinder either friend good memory at skate,4 stars,2020,megamall,"{'neg': 0.117348075, 'neu': 0.35806152, 'pos': 0.5245904}",0.117348075,0.35806152,0.5245904,positive
"Kids really enjoyed the opportunity to try ice skating. Perfect bonding moment for the family.  Go on weekdays, less people. Make sure you bring extra socks for the kids.",kid really enjoy the opportunity to try ice skate perfect bond moment for family go on weekday less people make sure you bring extra sock,5 stars,2023,megamall,"{'neg': 0.0021245705, 'neu': 0.020946175, 'pos': 0.97692925}",0.0021245705,0.020946175,0.97692925,positive
Amazing place. Staff is very friendly. Will go and have fun on this skating rink again. Remember to bring socks.,amazing place staff be very friendly will go and have fun on this skate rink again remember to bring sock,5 stars,2023,megamall,"{'neg': 0.0014796703, 'neu': 0.01272549, 'pos': 0.9857948}",0.0014796703,0.01272549,0.9857948,positive
"Staff is nice, shoes can be asked for replacement. I prefer this rink over Mall of Asia's",staff be nice shoe can be ask for replacement i prefer this rink over mall of asia,4 stars,2023,megamall,"{'neg': 0.07601705, 'neu': 0.49780917, 'pos': 0.4261738}",0.07601705,0.49780917,0.4261738,neutral
"The first skating rink in the Philippines,  it opened in the early 1990s. It has recently been renovated and relocated from basement level to 5th level",the first skating rink in philippine it open early 1990s have recently be renovate and relocate from basement level to 5th,3 stars,2023,megamall,"{'neg': 0.005851078, 'neu': 0.8959486, 'pos': 0.09820029}",0.005851078,0.8959486,0.09820029,neutral
As usual. People fall in line for queuing🤔 …,as usual people fall in line for queue,4 stars,2023,megamall,"{'neg': 0.6690703, 'neu': 0.31283438, 'pos': 0.018095331}",0.6690703,0.31283438,0.018095331,negative
My kids really loved it,my kid really love it,5 stars,2023,megamall,"{'neg': 0.00231749, 'neu': 0.019527324, 'pos': 0.9781552}",0.00231749,0.019527324,0.9781552,positive
SM is always the best. Benn here for 100 times already with my friends and family.,sm be always the best benn here for 100 time already with my friend and family,5 stars,2023,megamall,"{'neg': 0.0014449442, 'neu': 0.021994103, 'pos': 0.97656095}",0.0014449442,0.021994103,0.97656095,positive
Spacious rink. But I think shoes are very heavy and *smelly. My first time skating so couldn't really tell if there's lighter shoes for this but some skaters do have their own shoes and I think they're lighter than the free shoes. It could be more fun for beginners maybe.,spacious rink but i think shoe be very heavy and smelly my first time skate so couldnt really tell if there light for this some skater do have their own theyre than the free it could be more fun beginner maybe,4 stars,2019,megamall,"{'neg': 0.1854125, 'neu': 0.54030234, 'pos': 0.27428517}",0.1854125,0.54030234,0.27428517,neutral
We arrived around 3pm.. and the security guard told us to wait til 5pm to buy the ticket and by 7pm we can enter to do the skating...,we arrive around 3pm and the security guard tell us to wait until 5pm buy ticket by 7pm can enter do skating,1 star,2023,megamall,"{'neg': 0.027173955, 'neu': 0.9207932, 'pos': 0.052032914}",0.027173955,0.9207932,0.052032914,neutral
"For starters, do penquin walk. Wear your protective gear.

Currently as of July 2022 last week update: they have no available trainer/instructor.",for starter do penquin walk wear your protective gear currently as of july 2022 last week update they have no available trainerinstructor,5 stars,2023,megamall,"{'neg': 0.31265807, 'neu': 0.6608711, 'pos': 0.026470818}",0.31265807,0.6608711,0.026470818,neutral
This is one of the few places in the Philippines you can actually ice skate. Its a bit cold for the locals but if you are used to it then it will be a welcome temperature.,this be one of the few place in philippine you can actually ice skate its a bit cold for local but if be use to it then will be welcome temperature,5 stars,2023,megamall,"{'neg': 0.0032592926, 'neu': 0.12901469, 'pos': 0.867726}",0.0032592926,0.12901469,0.867726,positive
